LAT_SCI_NAME	ENG_NAME	GER_NAME	KINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS
Lamium purpureum	Red Deadnettle, Purple Deadnettle, Purple Archangel	Purpurrote Taubnessel	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium
Lychnis flos-cuculi	Ragged Robin	Kuckucks-Lichtnelke	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Lychnis
Stachys sylvatica	Hedge Woundwort, hedge nettle	Wald-Ziest	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Stachys
Stellaria	stitchwort, chickweed	Sternmieren	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Stellaria
Polygonum aviculare	Common Knotgrass, birdweed, pigweed, lowgrass	Vogelknöterich	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Polygonum
Potentilla anserina	Common Silverweed, Silverweed Cinquefoil, Silverweed, Egede Cinquefoil	Gänse-Fingerkraut, Anserine, Gänsewiß, Grensel, Silberkraut, Säulkraut, Krampfkraut	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla
Vicia hirsuta	Hairy Tare, Hairy Vetch, Tiny Vetch	Rauhaarige Wicke, Acker-Wicke	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia
Viola arvensis	field pansy	Acker-Stiefmütterchen	Plantae	Tracheophyta	Magnoliopsida	Violales	Violaceae	Viola
Medicago falcata	blue alfalfa, sickle alfalfa, sickle medick, yellow lucerne, yellow-flowered alfalfa	Sichelklee, Sichel-Schneckenklee, Sichelluzerne, Gelbe Luzerne	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago
Hypochaeris radicata	catsear, flatweed, cats ear, false dandelion	Gewöhnliches Ferkelkraut	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hypochaeris
Carlina acaulis	Stemless carline thistle, Dwarf carline thistle, Silver thistle	Silberdistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carlina
Ononis spinosa	Spiny Restharrow, Common Restharrow, spiny restharrow	Dorniger Hauhechel, Weiberkrieg, Eindorn	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Ononis
Potentilla erecta	Common Tormentil, Septfoil	Blutwurz, Dilledapp, Durmentill, Natterwurz, Natternwurz, Rotwurz, Ruhrwurz, Siebenfinger, Tormentill	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla
Cichorium intybus	Common chicory	Gemeine Wegwarte, Gewöhnliche Wegwarte, Zichorie	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cichorium
Carlina vulgaris	Carline Thistle	Golddistel, Gemeine Eberwurz, Kleine Eberwurz	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carlina
Cuscuta epithymum	Dodder, Hellweed, Strangle-tare	Quendel-Seide	Plantae	Tracheophyta	Magnoliopsida	Solanales	Cuscutaceae	Cuscuta
Gentianella germanica	Chiltern gentian	Deutscher Fransenenzian	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella
Scorzoneroides autumnalis	na	Herbst-Löwenzahn	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Scorzoneroides
Onobrychis viciifolia	sainfoin	Saat-Esparsette, Futter-Esparsette	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Onobrychis
Orchis purpurea	Lady orchid	Purpur-Knabenkraut	Plantae	Tracheophyta	Magnoliopsida	Asparagales	Orchidaceae	Orchis
Teucrium chamaedrys	Wall germander	Edel-Gamander, Echter Gamander, Schafkraut	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium
Rosa canina	dog rose	Hunds-Rose, Hundsrose, Hagrose, Heckenrose	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Rosa
Trifolium campestre	Hop Trefoil, Low Hop Clover	Feld-Klee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Carduus nutans	Musk thistle, Nodding thistle	Nickende Distel, Bisamdistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carduus
Clinopodium vulgare	Wild Basil	Gemeiner Wirbeldost	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium
Campanula glomerata	Clustered Bellflower, Danes Blood	Knäuel-Glockenblume, Büschel-Glockenblume	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula
Galium album	Upright bedstraw, Upright hedge bedstraw, White bedstraw	Weißes Labkraut	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium
Gentiana lutea	Great Yellow Gentian	Gelber Enzian	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentiana
Platanthera bifolia	Lesser Butterfly-orchid	Zweiblättrige Waldhyazinthe, Weiße Waldhyazinthe	Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae	Platanthera
Vicia	vetches	Wicken	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia
Cerastium arvense	field chickweed, field mouse-ear chickweed, starry chickweed	Acker-Hornkraut	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium
Orobanche	Broomrape, broom-rape	Sommerwurzen	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Orobanchaceae	Orobranche
Euphorbia helioscopia	Sun Spurge	Sonnwend-Wolfsmilch	Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae	Euphorbia
Geum urbanum	wood avens, herb Bennet, colewort, St. Benedicts herb	Echte Nelkenwurz	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Geum
Veronica filiformis	slender speedwell, creeping speedwell, threadstalk speedwell, Whetzel weed	Faden-Ehrenpreis	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Veronica
Veronica serpyllifolia	thymeleaf, thyme-leaved speedwell	Quendel-Ehrenpreis	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Veronica
Myosotis	Forget-me-not	Vergissmeinnicht	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Boraginaceae	Myosotis
Polygonum persicaria	Persicaria, Redleg, Ladys-thumb, Spotted Ladysthumb, Gambetta, Adams Plaster	Floh-Knöterich, Pfirsichblättriger Knöterich	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Polygonum
Brassicaceae	mustards, mustard flowers, crucifers, cabbage family	Kreuzblütengewächse	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	na
Euphrasia officinalis	drug eyebright	Steifer Augentrost	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Euphrasia
Silene vulgaris	Bladder Campion	Taubenkropf-Leimkraut, Gewöhnliches Leimkraut, Aufgeblasenes Leimkraut, Knirrkohl	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene
Arabidopsis thaliana	thale cress, mouse-ear cress	Acker-Schmalwand, Schotenkresse, Gänserauke	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Arabidopsis
Silene armeria	Sweet William Catchfly	Nelken-Leimkraut, Garten-Leimkraut	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene
Geranium robertianum	Herb Robert, Red Robin, Death come quickly, Storksbill, Doves Foot, Crows Foot, Robert Geranium	Ruprechtskraut, Stinkender Storchschnabel, Stinkstorchschnabel	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium
Minuartia hybrida	Fine-leaved Sandwort	Feinblättrige Miere, Zarte Miere, Schmalblättrige Miere	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Minuartia
Veronica officinalis	Heath Speedwell, Common Speedwell, Common Gypsyweed, Pauls Betony	Echter Ehrenpreis, Wald-Ehrenpreis	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Veronica
Myosotis stricta	Blue scorpion grass	Sand-Vergissmeinnicht, Aufrechtes Vergissmeinnicht, Steifes Vergissmeinnicht	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Boraginaceae	Myosotis
Bromus hordeaceus	Soft Brome	Weiche Trespe, Flaum-Trespe	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus
Crepis	hawksbeard, hawks-beard	Pippau	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Crepis
Galium	bedstraw	Labkräuter	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium
Trifolium	Clover, trefoil	Klee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Geranium	cranesbills	Storchschnäbel, Geranien	Plantae	Tracheophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium
Silene	campion, catchflies	Leimkräuter	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Silene
Plantago	plantains, fleaworts	Wegeriche	Plantae	Tracheophyta	Magnoliopsida	Plantaginales	Plantaginaceae	Plantago
Ranunculus	buttercups, spearworts, water crowfoots	Hahnenfuß	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Arrhenatherum elatius	False Oat Grass	Gewöhnlicher Glatthafer, Französisches Raygras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Arrhenatherum
Phleum pratense	Timothy-grass, Cats Tail	Wiesen-Lieschgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Phleum
Poa trivialis	Rough Bluegrass, Rough-stalked meadow-grass	Gewöhnliches Rispengras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Poa
Cynosurus cristatus	Crested Dog-Tail Grass, Crested Dogs-tail	Wiesen-Kammgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Cynosurus
Tragopogon pratensis	Meadow Salsify, Showy Goats-beard, Jack-go-to-bed-at-noon	Östlicher Wiesen-Bocksbart	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tragopogon
Knautia	widow flowers	Witwenblumen, Knautien, Knopfblumen	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Dipsacaceae	Knautia
Tragopogon	salsify, goatsbeard	Bocksbärte	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Tragopogon
Poaceae	grasses, land grasses	Süßgräser	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	na
Bellis	na	Gänseblümchen	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Bellis
Campanula	bellflower	Glockenblumen	Plantae	Tracheophyta	Magnoliopsida	Asterales	Campanulaceae	Campanula
Cerastium	Mouse-ear chickweed	Hornkräuter	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium
Cardamine pratensis	Cuckoo Flower, Ladys Smock	Wiesen-Schaumkraut	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Cardamine
Rumex acetosa	garden sorrel, spinach dock, narrow-leaved dock, Common sorrel	Wiesen-Sauerampfer, Großer Sauerampfer, Sauerampfer	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Rumex
Taraxacum	dandelion	Löwenzahn	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum
Trifolium aureum	Large Hop Trefoil, large trefoil, large hop clover, Golden clover, Hop clover	Gold-Klee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Colchicum	na	Zeitlosen	Plantae	Tracheophyta	Liliopsida	Liliales	Colchicacee	Colchium
Ononis	restharrows	Hauhecheln	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Ononis
Deschampsia cespitosa	Tufted hair grass	Rasen-Schmiele	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Deschampsia
Helictotrichon pratense	Meadow Oat-Grass	Echter Wiesenhafer	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Helictotrichon
Cerastium glomeratum	sticky mouse-ear chickweed, clammy chickweed	Knäuel-Hornkraut, Knäuelblütiges Hornkraut	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium
Moenchia erecta	Erect Chickweed, Upright Chickweed	Aufrechte Weißmiere, Weißmiere	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Moenchia
Achillea	na	Schafgarben	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Achillea
Heracleum	hogweed, cow parsnip	Bärenklau	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Heracleum
Trisetum flavescens	Yellow Oatgrass	Wiesen-Goldhafer, Gold-Grannenhafer, Goldhafer	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Trisetum
Plantago major	broadleaf plantain, buckhorn plantain, common plantain, great plantain, rippleseed plantain	Breitwegerich, Große Wegerich	Plantae	Tracheophyta	Magnoliopsida	Plantaginales	Plantaginaceae	Plantago
Lamium	deadnettle	Taubnesseln	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium
Pastinaca sativa	Parsnip	Pastinak, Pastinake	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Pastinaca
Pastinaca	parsnips	Pastinaken	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Pastinaca
Alopecurus pratensis	Field Meadow-Foxtail	Wiesen-Fuchsschwanz	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Alopecurus
Carum	na	Kümmel	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Carum
Rumex crispus	Curly Dock, Yellow Dock	Krauser Ampfer	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Rumex
Aegopodium	na	Giersch	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Aegopodium
Prunella	self-heals, heal-all, allheal	Braunellen	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Prunella
Lathyrus	Sweat Peas, Vetchlings	Platterbsen	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus
Ranunculus acer	Common Buttercup	Gichtkraut	Plantae	Tracheophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus
Lolium perenne	Annual Rye Grass, Perennial Ryegrass, English Ryegrass	Deutsche Weidelgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Lolium
Bromus erectus	Erect Brome	Aufrechte Trespe, Berg-Trespe	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Bromus
Lotus	birds-foot trefoils, bacon-and-eggs, deervetches	Hornklee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lotus
Rhinanthus	Rattle	Klappertöpfe	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Rhinanthus
Pimpinella	na	Bibernellen, Pimpernellen, Pimpinellen	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Pimpinella
Pulmonaria angustifolia	Blue Cowslip, Blue Lungwort	Schmalblättriges Lungenkraut	Plantae	Tracheophyta	Magnoliopsida	na	Boraginaceae	Pulmonaria
Thymus praecox	mother of thyme, Creeping Thyme, wild thyme	Frühblühende Thymian	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
Asperula	na	Meier, Meister	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Asperula
Thymus	thyme	Thymus, Bries	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
Hypochaeris	cats ear	Ferkelkräuter	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hypochaeris
Leucanthemum	na	Margeriten	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leucanthemum
Scabiosa	pincushion flowers, scabious	Skabiosen	Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Dipsacaceae	Scabiosa
Gentianopsis ciliat	Fringed Gentian	Gewöhnlicher Fransenenzian, Gefranster Enzian	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianopsis
Hieracium	hawkweed, hierakion	Habichtskräuter	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Hieracium
Medicago	medick, burclover	Schneckenklee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Medicago
Potentilla	na	Fingerkräuter	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla
Carlina	carlina thistles	Eberwurzen, Golddisteln	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Carlina
Gentianella	dwarf gentian	Kranzenziane	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Gentianaceae	Gentianella
Leontodon	Hawkbit	Löwenzahn, Milchkraut, Schaftlöwenzahn	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Leontodon
Polygala calcarea	Chalk Milkwort	Kalk-Kreuzblümchen	Plantae	Tracheophyta	Magnoliopsida	Fabales	Polygalaceae	Polygala
Potentilla heptaphylla	na	Rötliche Fingerkraut, Siebenblättriges Fingerkraut	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla
Rapistrum rugosum	annual bastard cabbage, common giant mustard, turnipweed	Runzeliger Rapsdotter	Plantae	Tracheophyta	Magnoliopsida	Capparales	Brassicaceae	Rapistrum
Thymus pulegoides	lemon thyme	Breitblättriger Thymian, Gemeiner Thymian, Gewöhnlicher Thymian, Quendel-Thymian, Arznei-Thymian, Feld-Thymian	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
Rhinanthus glacialis	na	Grannen-Klappertopf	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Rhinanthus
Thymus praecox arcticus	Breckland thyme, wild thyme, creeping thyme	Sand-Thymian	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Thymus
Euphrasia	Eyebright	Augentrost	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Scrophulariaceae	Euphrasia
Linum flavum	Golden Flax	Gelber Lein, Gelb-Lein	Plantae	Tracheophyta	Magnoliopsida	Linales	Linaceae	Linum
Ononis repens	Common Restharrow	Kriechender Hauhechel	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Ononis
Anthyllis	na	Wundklee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Anthyllis
Primula veris	Cowslip	Echte Schlüsselblume, Wiesen-Primel, Frühlings-Schlüsselblume, Wiesen-Schlüsselblume, Arznei-Schlüsselblume, Himmelschlüssel	Plantae	Tracheophyta	Magnoliopsida	Ericales	Primulaceae	Primula
Vicia sativa nigra	Narrow-leaved Vetch	Schmalblättrige Wicke	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia
Viola tricolor	heartsease, hearts ease, hearts delight, tickle-my-fancy, Jack-jump-up-and-kiss-me, come-and-cuddle-me, three faces in a hood, love-in-idleness, wild pansy	Wildes Stiefmütterchen, Muttergottesschuh, Mädchenaugen, Gedenkemein, Schöngesicht, Liebesgesichtli	Plantae	Tracheophyta	Magnoliopsida	Violales	Violaceae	Viola
Festuca rubra	Ravine Fescue	Gewöhnliche Rot-Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Cirsium eriophorum	Woolly thistle	Wollkopf-Kratzdistel, Wollköpfige Kratzdistel	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium
Agrimonia	agrimony	Odermennige	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Agrimonia
Lupinus polyphyllus	Large-leaved Lupine, Big-leaved Lupine,Garden Lupin	Vielblättrige Lupine, Stauden-Lupine	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus
Trifolium arvense	Haresfoot clover, Rabbitfoot clover, Stone clover, Oldfield clover	Hasen-Klee	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium
Lupinus	lupin, lupine	Lupinen, Wolfsbohne, Feigbohne	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lupinus
Clinopodium	na	Wirbeldost	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Clinopodium
Origanum	na	Dost	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Origanum
Odontites	na	Zahntroste	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Odontites
Mentha arvensis	Field Mint, Wild Mint, Corn Mint	Ackerminze, Kornminze	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha
Apera spica-venti	Loose Silky-Bent	Gemeiner Windhalm	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Apera
Daucus	na	Möhren	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus
Cerastium fontanum	Mouse-ear chickweed, Common mouse-ear, Starweed	Quellen-Hornkraut	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Cerastium
Odontites vulgaris	na	Roter Zahntrost, Später Roter Zahntrost, Herbst-Zahntrost, Roter Augentrost	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Orobanchaceae	Odontites
Anthoxanthum odoratum	Sweetscented Vernal Grass, sweet vernal grass, holy grass, vanilla grass, buffalo grass	Gewöhnliche Ruchgras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Anthoxanthum
Holcus mollis	Creeping Velvet Grass	Weiches Honiggras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Holcus
Vicia tetrasperma	Smooth Tare, Smooth Vetch, Lentil Vetch, Sparrow Vetch	Viersamige Wicke	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Vicia
Galium uliginosum	Fen Bedstraw	Moor-Labkraut	Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae	Galium
Anthriscus	Chervil	Kerbel	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Anthriscus
Alchemilla fissa	na	Zerschlitzter Frauenmantel	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Alchemilla
Lathyrus sativus	na	Saat-Platterbse	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus
Briza media	Perennial Quaking Grass	Mittleres Zittergras, Gewöhnliches Zittergras, Gemeines Zittergras	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Briza
Centaurea	centaury, centory, starthistles, knapweeds, centaureas, bluets	Flockenblumen	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Centaurea
Anthemis arvensis	corn chamomile, mayweed, scentless chamomile, field chamomile	Acker-Hundskamille, Ackerkamille	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Anthemis
Anthemis	dog-fennel, mayweed	Hundskamillen	Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae	Anthemis
Teucrium	germanders	Gamander	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium
Mentha	Mint	Minzen	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae	Mentha
Brachypodium sylvaticum	Slender False Brome	Wald-Zwenke	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Brachypodium
Festuca ovina	Ovina Fescue	Echter Schaf-Schwingel, Eigentlicher Schwingel, Gemeiner Schwingel	Plantae	Tracheophyta	Liliopsida	Poales	Poaceae	Festuca
Helianthemum	rock rose, sunrose, rushrose, frostweed	Sonnenröschen	Plantae	Tracheophyta	Magnoliopsida	Malvales	Cistaceae	Helianthemum
Polygala vulgaris	Common Milkwort	Gewöhnliche Kreuzblume, Gewöhnliches Kreuzblümchen	Plantae	Tracheophyta	Magnoliopsida	Fabales	Polygalaceae	Polygala
Sanguisorba officinalis	Great Burnet	Großer Wiesenknopf	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Sanguisorba
Securigera varia	Crown Vetch, Purple Crown Vetch	Bunte Kronwicke, Bunte Beilwicke	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Securigera
Securigera	na	Beilwicken, Kronwicken	Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae	Securigera
Dianthus	na	Nelken	Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Caryophyllaceae	Dianthus
Fragaria	strawberries	Erdbeeren	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Fragaria
Potentilla tabernaemontani	Spring Cinquefoil, Spotted Cinquefoil	Frühlings-Fingerkraut	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla
Polygonum bistorta	meadow bistort	Schlangen-Knöterich, Wiesen-Knöterich, Schlangenwurz	Plantae	Tracheophyta	Magnoliopsida	Polygonales	Polygonaceae	Polygonum
Fraxinus	ash	Eschen	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus
Fraxinus excelsior	ash, European ash, common ash	Gemeine Esche, Gewöhnliche Esche, Hohe Esche	Plantae	Tracheophyta	Magnoliopsida	Scrophulariaceae	Oleaceae	Fraxinus
